book,page,file_path,cer,wer,substitutions,deletions,insertions,ref_length,hyp_length,ref_word_count,hyp_word_count,char_errors,word_errors,char_accuracy,word_accuracy,ref_text_length,hyp_text_length
05_OOB_04_log,05_OOB_04_051,05_OOB_04_log/05_OOB_04_051.txt,0.4827586206896552,0.7647058823529411,20,16,6,87,77,17,16,42,13.0,0.5172413793103448,0.23529411764705888,87,77
05_OOB_04_log,05_OOB_04_132,05_OOB_04_log/05_OOB_04_132.txt,0.6461988304093568,1.0,157,11,53,342,384,46,51,221,46.0,0.3538011695906432,0.0,342,384
05_OOB_04_log,05_OOB_04_084,05_OOB_04_log/05_OOB_04_084.txt,1.0,1.0,8,0,84,40,124,10,24,92,10.0,0.0,0.0,40,124
05_OOB_04_log,05_OOB_04_127,05_OOB_04_log/05_OOB_04_127.txt,0.46368715083798884,0.8928571428571429,63,19,1,179,161,28,28,83,25.0,0.5363128491620112,0.1071428571428571,179,161
05_OOB_04_log,05_OOB_04_042,05_OOB_04_log/05_OOB_04_042.txt,1.0,1.0,39,7,96,119,208,21,39,142,21.0,0.0,0.0,119,208
05_OOB_04_log,05_OOB_04_136,05_OOB_04_log/05_OOB_04_136.txt,0.5,0.9333333333333333,33,2,5,80,83,15,16,40,14.0,0.5,0.06666666666666665,80,83
05_OOB_04_log,05_OOB_04_134,05_OOB_04_log/05_OOB_04_134.txt,0.5098039215686274,1.0,28,0,24,102,126,17,18,52,17.0,0.4901960784313726,0.0,102,126
05_OOB_04_log,05_OOB_04_041,05_OOB_04_log/05_OOB_04_041.txt,1.0,1.0,8,0,94,51,145,9,30,102,9.0,0.0,0.0,51,145
05_OOB_04_log,05_OOB_04_121,05_OOB_04_log/05_OOB_04_121.txt,0.6293103448275862,1.0,43,8,22,116,130,19,20,73,19.0,0.3706896551724138,0.0,116,130
05_OOB_04_log,05_OOB_04_135,05_OOB_04_log/05_OOB_04_135.txt,0.4857142857142857,0.75,57,2,9,140,147,20,21,68,15.0,0.5142857142857142,0.25,140,147
05_OOB_04_log,05_OOB_04_018,05_OOB_04_log/05_OOB_04_018.txt,0.8118811881188119,1.0,55,9,18,101,110,18,14,82,18.0,0.18811881188118806,0.0,101,110
05_OOB_04_log,05_OOB_04_140,05_OOB_04_log/05_OOB_04_140.txt,0.7804878048780488,1.0,41,132,19,246,133,36,21,192,36.0,0.2195121951219512,0.0,246,133
05_OOB_04_log,05_OOB_04_141,05_OOB_04_log/05_OOB_04_141.txt,0.717948717948718,1.0,29,2,25,78,101,14,15,56,14.0,0.28205128205128205,0.0,78,101
05_OOB_04_log,05_OOB_04_143,05_OOB_04_log/05_OOB_04_143.txt,0.6538461538461539,0.8947368421052632,128,130,14,416,300,76,58,272,68.0,0.34615384615384615,0.10526315789473684,416,300
05_OOB_04_log,05_OOB_04_011,05_OOB_04_log/05_OOB_04_011.txt,1.0,1.0,52,2,122,113,233,19,37,176,19.0,0.0,0.0,113,233
05_OOB_04_log,05_OOB_04_110,05_OOB_04_log/05_OOB_04_110.txt,0.4105263157894737,0.6470588235294118,27,0,12,95,107,17,15,39,11.0,0.5894736842105264,0.3529411764705882,95,107
05_OOB_04_log,05_OOB_04_105,05_OOB_04_log/05_OOB_04_105.txt,0.5795454545454546,0.9375,33,9,9,88,88,16,16,51,15.0,0.4204545454545454,0.0625,88,88
